"Country or Area","Year","Area","Duration of marriage","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Kyrgyzstan","1996","Total","6","Data tabulated by year of occurrence","Final figure, complete","1997","376",""
"Kyrgyzstan","1996","Total","7","Data tabulated by year of occurrence","Final figure, complete","1997","365",""
"Kyrgyzstan","1996","Total","8","Data tabulated by year of occurrence","Final figure, complete","1997","330",""
"Kyrgyzstan","1996","Total","9","Data tabulated by year of occurrence","Final figure, complete","1997","319",""
"Kyrgyzstan","1996","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1997","1105",""
"Kyrgyzstan","1996","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1997","787",""
"Kyrgyzstan","1996","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1997","843",""
"Kyrgyzstan","1996","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1997","0",""
"Kyrgyzstan","1995","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1996","6001",""
"Kyrgyzstan","1995","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","1996","254",""
"Kyrgyzstan","1995","Total","1","Data tabulated by year of occurrence","Final figure, complete","1996","336",""
"Kyrgyzstan","1995","Total","2","Data tabulated by year of occurrence","Final figure, complete","1996","396",""
"Kyrgyzstan","1995","Total","3","Data tabulated by year of occurrence","Final figure, complete","1996","475",""
"Kyrgyzstan","1995","Total","4","Data tabulated by year of occurrence","Final figure, complete","1996","491",""
"Kyrgyzstan","1995","Total","5 - 9","Data tabulated by year of occurrence","Final figure, complete","1996","1656",""
"Kyrgyzstan","1995","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1996","968",""
"Kyrgyzstan","1995","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1996","664",""
"Kyrgyzstan","1995","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1996","733",""
"Kyrgyzstan","1995","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1996","28",""
"Kyrgyzstan","1994","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1995","5536",""
"Kyrgyzstan","1994","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","1995","280",""
"Kyrgyzstan","1994","Total","1","Data tabulated by year of occurrence","Final figure, complete","1995","350",""
"Kyrgyzstan","1994","Total","2","Data tabulated by year of occurrence","Final figure, complete","1995","465",""
"Kyrgyzstan","1994","Total","3","Data tabulated by year of occurrence","Final figure, complete","1995","508",""
"Kyrgyzstan","1994","Total","4","Data tabulated by year of occurrence","Final figure, complete","1995","423",""
"Kyrgyzstan","1994","Total","5 - 9","Data tabulated by year of occurrence","Final figure, complete","1995","1408",""
"Kyrgyzstan","1994","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1995","858",""
"Kyrgyzstan","1994","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1995","586",""
"Kyrgyzstan","1994","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1995","648",""
"Kyrgyzstan","1994","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1995","10",""
"Kyrgyzstan","1993","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1995","7321",""
"Kyrgyzstan","1993","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","1995","346",""
"Kyrgyzstan","1993","Total","1","Data tabulated by year of occurrence","Final figure, complete","1995","515",""
"Kyrgyzstan","1993","Total","2","Data tabulated by year of occurrence","Final figure, complete","1995","654",""
"Kyrgyzstan","1993","Total","3","Data tabulated by year of occurrence","Final figure, complete","1995","634",""
"Kyrgyzstan","1993","Total","4","Data tabulated by year of occurrence","Final figure, complete","1995","553",""
"Kyrgyzstan","1993","Total","5 - 9","Data tabulated by year of occurrence","Final figure, complete","1995","1981",""
"Kyrgyzstan","1993","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1995","1128",""
"Kyrgyzstan","1993","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1995","723",""
"Kyrgyzstan","1993","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1995","784",""
"Kyrgyzstan","1993","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1995","3",""
"Kyrgyzstan","1992","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1992","8043",""
"Kyrgyzstan","1992","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","1992","373",""
"Kyrgyzstan","1992","Total","1","Data tabulated by year of occurrence","Final figure, complete","1992","552",""
"Kyrgyzstan","1992","Total","2","Data tabulated by year of occurrence","Final figure, complete","1992","661",""
"Kyrgyzstan","1992","Total","3","Data tabulated by year of occurrence","Final figure, complete","1992","681",""
"Kyrgyzstan","1992","Total","4","Data tabulated by year of occurrence","Final figure, complete","1992","670",""
"Kyrgyzstan","1992","Total","5 - 9","Data tabulated by year of occurrence","Final figure, complete","1992","2287",""
"Kyrgyzstan","1992","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1992","1264",""
"Kyrgyzstan","1992","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1992","717",""
"Kyrgyzstan","1992","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1992","815",""
"Kyrgyzstan","1992","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1992","23",""
"Kyrgyzstan","1991","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1992","8926",""
"Kyrgyzstan","1991","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","1992","365",""
"Kyrgyzstan","1991","Total","1","Data tabulated by year of occurrence","Final figure, complete","1992","560",""
"Kyrgyzstan","1991","Total","2","Data tabulated by year of occurrence","Final figure, complete","1992","749",""
"Kyrgyzstan","1991","Total","3","Data tabulated by year of occurrence","Final figure, complete","1992","756",""
"Kyrgyzstan","1991","Total","4","Data tabulated by year of occurrence","Final figure, complete","1992","833",""
"Kyrgyzstan","1991","Total","5 - 9","Data tabulated by year of occurrence","Final figure, complete","1992","2566",""
"Kyrgyzstan","1991","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1992","1427",""
"Kyrgyzstan","1991","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1992","812",""
"Kyrgyzstan","1991","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1992","840",""
"Kyrgyzstan","1991","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1992","18",""
"Kyrgyzstan","1990","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1992","7829",""
"Kyrgyzstan","1990","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","1992","295",""
"Kyrgyzstan","1990","Total","1","Data tabulated by year of occurrence","Final figure, complete","1992","542",""
"Kyrgyzstan","1990","Total","2","Data tabulated by year of occurrence","Final figure, complete","1992","686",""
"Kyrgyzstan","1990","Total","3","Data tabulated by year of occurrence","Final figure, complete","1992","697",""
"Kyrgyzstan","1990","Total","4","Data tabulated by year of occurrence","Final figure, complete","1992","647",""
"Kyrgyzstan","1990","Total","5 - 9","Data tabulated by year of occurrence","Final figure, complete","1992","2224",""
"Kyrgyzstan","1990","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1992","1161",""
"Kyrgyzstan","1990","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1992","704",""
"Kyrgyzstan","1990","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1992","858",""
"Kyrgyzstan","1990","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1992","15",""
"Kyrgyzstan","1989","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1993","8231",""
"Kyrgyzstan","1989","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","1993","368",""
"Kyrgyzstan","1989","Total","1","Data tabulated by year of occurrence","Final figure, complete","1993","605",""
"Kyrgyzstan","1989","Total","2","Data tabulated by year of occurrence","Final figure, complete","1993","787",""
"Kyrgyzstan","1989","Total","3","Data tabulated by year of occurrence","Final figure, complete","1993","740",""
"Kyrgyzstan","1989","Total","4","Data tabulated by year of occurrence","Final figure, complete","1993","695",""
"Kyrgyzstan","1989","Total","5 - 9","Data tabulated by year of occurrence","Final figure, complete","1993","2310",""
"Kyrgyzstan","1989","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1993","1252",""
"Kyrgyzstan","1989","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1993","640",""
"Kyrgyzstan","1989","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1993","811",""
"Kyrgyzstan","1989","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1993","23",""
"Kyrgyzstan","1988","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1993","8207",""
"Kyrgyzstan","1988","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","1993","514",""
"Kyrgyzstan","1988","Total","1","Data tabulated by year of occurrence","Final figure, complete","1993","593",""
"Kyrgyzstan","1988","Total","2","Data tabulated by year of occurrence","Final figure, complete","1993","691",""
"Kyrgyzstan","1988","Total","3","Data tabulated by year of occurrence","Final figure, complete","1993","681",""
"Kyrgyzstan","1988","Total","4","Data tabulated by year of occurrence","Final figure, complete","1993","686",""
"Kyrgyzstan","1988","Total","5 - 9","Data tabulated by year of occurrence","Final figure, complete","1993","2284",""
"Kyrgyzstan","1988","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1993","1181",""
"Kyrgyzstan","1988","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1993","590",""
"Kyrgyzstan","1988","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1993","793",""
"Kyrgyzstan","1988","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1993","194",""
"Kyrgyzstan","1987","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1993","7810",""
"Kyrgyzstan","1987","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","1993","358",""
"Kyrgyzstan","1987","Total","1","Data tabulated by year of occurrence","Final figure, complete","1993","588",""
"Kyrgyzstan","1987","Total","2","Data tabulated by year of occurrence","Final figure, complete","1993","698",""
"Kyrgyzstan","1987","Total","3","Data tabulated by year of occurrence","Final figure, complete","1993","848",""
"Kyrgyzstan","1987","Total","4","Data tabulated by year of occurrence","Final figure, complete","1993","681",""
"Kyrgyzstan","1987","Total","5 - 9","Data tabulated by year of occurrence","Final figure, complete","1993","2386",""
"Kyrgyzstan","1987","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1993","1020",""
"Kyrgyzstan","1987","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1993","533",""
"Kyrgyzstan","1987","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1993","698",""
"Kyrgyzstan","1987","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1993","0",""
"Kyrgyzstan","1986","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1993","8003",""
"Kyrgyzstan","1986","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","1993","366",""
"Kyrgyzstan","1986","Total","1","Data tabulated by year of occurrence","Final figure, complete","1993","541",""
"Kyrgyzstan","1986","Total","2","Data tabulated by year of occurrence","Final figure, complete","1993","819",""
"Kyrgyzstan","1986","Total","3","Data tabulated by year of occurrence","Final figure, complete","1993","805",""
"Kyrgyzstan","1986","Total","4","Data tabulated by year of occurrence","Final figure, complete","1993","766",""
"Kyrgyzstan","1986","Total","5 - 9","Data tabulated by year of occurrence","Final figure, complete","1993","2385",""
"Kyrgyzstan","1986","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1993","1059",""
"Kyrgyzstan","1986","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1993","538",""
"Kyrgyzstan","1986","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1993","724",""
"Kyrgyzstan","1986","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1993","0",""
"Kyrgyzstan","1985","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1992","6876",""
"Kyrgyzstan","1985","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","1992","283",""
"Kyrgyzstan","1985","Total","1","Data tabulated by year of occurrence","Final figure, complete","1992","505",""
"Kyrgyzstan","1985","Total","2","Data tabulated by year of occurrence","Final figure, complete","1992","704",""
"Kyrgyzstan","1985","Total","3","Data tabulated by year of occurrence","Final figure, complete","1992","710",""
"Kyrgyzstan","1985","Total","4","Data tabulated by year of occurrence","Final figure, complete","1992","674",""
"Kyrgyzstan","1985","Total","5 - 9","Data tabulated by year of occurrence","Final figure, complete","1992","1956",""
"Kyrgyzstan","1985","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1992","934",""
"Kyrgyzstan","1985","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1992","430",""
"Kyrgyzstan","1985","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1992","680",""
"Kyrgyzstan","1985","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1992","0",""
"Kyrgyzstan","1980","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1992","6671",""
"Kyrgyzstan","1980","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","1992","373",""
"Kyrgyzstan","1980","Total","1","Data tabulated by year of occurrence","Final figure, complete","1992","518",""
"Kyrgyzstan","1980","Total","2","Data tabulated by year of occurrence","Final figure, complete","1992","631",""
"Kyrgyzstan","1980","Total","3","Data tabulated by year of occurrence","Final figure, complete","1992","689",""
"Kyrgyzstan","1980","Total","4","Data tabulated by year of occurrence","Final figure, complete","1992","594",""
"Kyrgyzstan","1980","Total","5 - 9","Data tabulated by year of occurrence","Final figure, complete","1992","1827",""
"Kyrgyzstan","1980","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","1992","805",""
"Kyrgyzstan","1980","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","1992","694",""
"Kyrgyzstan","1980","Total","20 +","Data tabulated by year of occurrence","Final figure, complete","1992","540",""
"Kyrgyzstan","1980","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","1992","0",""
"Latvia","2023","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2024","5312",""
"Latvia","2023","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2024","25",""
"Latvia","2023","Total","1","Data tabulated by year of occurrence","Final figure, complete","2024","191",""
"Latvia","2023","Total","2","Data tabulated by year of occurrence","Final figure, complete","2024","258",""
"Latvia","2023","Total","3","Data tabulated by year of occurrence","Final figure, complete","2024","271",""
"Latvia","2023","Total","4","Data tabulated by year of occurrence","Final figure, complete","2024","355",""
"Latvia","2023","Total","5","Data tabulated by year of occurrence","Final figure, complete","2024","344",""
"Latvia","2023","Total","6","Data tabulated by year of occurrence","Final figure, complete","2024","322",""
"Latvia","2023","Total","7","Data tabulated by year of occurrence","Final figure, complete","2024","281",""
"Latvia","2023","Total","8","Data tabulated by year of occurrence","Final figure, complete","2024","282",""
"Latvia","2023","Total","9","Data tabulated by year of occurrence","Final figure, complete","2024","244",""
"Latvia","2023","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2024","850",""
"Latvia","2023","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2024","702",""
"Latvia","2023","Total","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2024","339",""
"Latvia","2023","Total","25 +","Data tabulated by year of occurrence","Final figure, complete","2024","848",""
"Latvia","2022","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2023","5407",""
"Latvia","2022","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2023","30",""
"Latvia","2022","Total","1","Data tabulated by year of occurrence","Final figure, complete","2023","157",""
"Latvia","2022","Total","2","Data tabulated by year of occurrence","Final figure, complete","2023","278",""
"Latvia","2022","Total","3","Data tabulated by year of occurrence","Final figure, complete","2023","348",""
"Latvia","2022","Total","4","Data tabulated by year of occurrence","Final figure, complete","2023","357",""
"Latvia","2022","Total","5","Data tabulated by year of occurrence","Final figure, complete","2023","330",""
"Latvia","2022","Total","6","Data tabulated by year of occurrence","Final figure, complete","2023","302",""
"Latvia","2022","Total","7","Data tabulated by year of occurrence","Final figure, complete","2023","333",""
"Latvia","2022","Total","8","Data tabulated by year of occurrence","Final figure, complete","2023","288",""
"Latvia","2022","Total","9","Data tabulated by year of occurrence","Final figure, complete","2023","232",""
"Latvia","2022","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2023","810",""
"Latvia","2022","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2023","677",""
"Latvia","2022","Total","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2023","332",""
"Latvia","2022","Total","25 +","Data tabulated by year of occurrence","Final figure, complete","2023","933",""
"Latvia","2021","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2022","4643",""
"Latvia","2021","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2022","24",""
"Latvia","2021","Total","1","Data tabulated by year of occurrence","Final figure, complete","2022","125",""
"Latvia","2021","Total","2","Data tabulated by year of occurrence","Final figure, complete","2022","236",""
"Latvia","2021","Total","3","Data tabulated by year of occurrence","Final figure, complete","2022","324",""
"Latvia","2021","Total","4","Data tabulated by year of occurrence","Final figure, complete","2022","306",""
"Latvia","2021","Total","5","Data tabulated by year of occurrence","Final figure, complete","2022","291",""
"Latvia","2021","Total","6","Data tabulated by year of occurrence","Final figure, complete","2022","288",""
"Latvia","2021","Total","7","Data tabulated by year of occurrence","Final figure, complete","2022","248",""
"Latvia","2021","Total","8","Data tabulated by year of occurrence","Final figure, complete","2022","204",""
"Latvia","2021","Total","9","Data tabulated by year of occurrence","Final figure, complete","2022","210",""
"Latvia","2021","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2022","781",""
"Latvia","2021","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2022","563",""
"Latvia","2021","Total","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2022","324",""
"Latvia","2021","Total","25 +","Data tabulated by year of occurrence","Final figure, complete","2022","719",""
"Latvia","2020","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2022","5206",""
"Latvia","2020","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2022","27",""
"Latvia","2020","Total","1","Data tabulated by year of occurrence","Final figure, complete","2022","198",""
"Latvia","2020","Total","2","Data tabulated by year of occurrence","Final figure, complete","2022","301",""
"Latvia","2020","Total","3","Data tabulated by year of occurrence","Final figure, complete","2022","337",""
"Latvia","2020","Total","4","Data tabulated by year of occurrence","Final figure, complete","2022","334",""
"Latvia","2020","Total","5","Data tabulated by year of occurrence","Final figure, complete","2022","337",""
"Latvia","2020","Total","6","Data tabulated by year of occurrence","Final figure, complete","2022","283",""
"Latvia","2020","Total","7","Data tabulated by year of occurrence","Final figure, complete","2022","256",""
"Latvia","2020","Total","8","Data tabulated by year of occurrence","Final figure, complete","2022","223",""
"Latvia","2020","Total","9","Data tabulated by year of occurrence","Final figure, complete","2022","190",""
"Latvia","2020","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2022","910",""
"Latvia","2020","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2022","547",""
"Latvia","2020","Total","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2022","360",""
"Latvia","2020","Total","25 +","Data tabulated by year of occurrence","Final figure, complete","2022","903",""
"Latvia","2020","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","2022","0",""
"Latvia","2019","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2021","5971",""
"Latvia","2019","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2021","31",""
"Latvia","2019","Total","1","Data tabulated by year of occurrence","Final figure, complete","2021","208",""
"Latvia","2019","Total","2","Data tabulated by year of occurrence","Final figure, complete","2021","305",""
"Latvia","2019","Total","3","Data tabulated by year of occurrence","Final figure, complete","2021","390",""
"Latvia","2019","Total","4","Data tabulated by year of occurrence","Final figure, complete","2021","398",""
"Latvia","2019","Total","5","Data tabulated by year of occurrence","Final figure, complete","2021","385",""
"Latvia","2019","Total","6","Data tabulated by year of occurrence","Final figure, complete","2021","337",""
"Latvia","2019","Total","7","Data tabulated by year of occurrence","Final figure, complete","2021","287",""
"Latvia","2019","Total","8","Data tabulated by year of occurrence","Final figure, complete","2021","255",""
"Latvia","2019","Total","9","Data tabulated by year of occurrence","Final figure, complete","2021","211",""
"Latvia","2019","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2021","1128",""
"Latvia","2019","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2021","570",""
"Latvia","2019","Total","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2021","371",""
"Latvia","2019","Total","25 +","Data tabulated by year of occurrence","Final figure, complete","2021","1095",""
"Latvia","2018","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2020","5967",""
"Latvia","2018","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2020","18",""
"Latvia","2018","Total","1","Data tabulated by year of occurrence","Final figure, complete","2020","219",""
"Latvia","2018","Total","2","Data tabulated by year of occurrence","Final figure, complete","2020","290",""
"Latvia","2018","Total","3","Data tabulated by year of occurrence","Final figure, complete","2020","388",""
"Latvia","2018","Total","4","Data tabulated by year of occurrence","Final figure, complete","2020","368",""
"Latvia","2018","Total","5","Data tabulated by year of occurrence","Final figure, complete","2020","379",""
"Latvia","2018","Total","6","Data tabulated by year of occurrence","Final figure, complete","2020","335",""
"Latvia","2018","Total","7","Data tabulated by year of occurrence","Final figure, complete","2020","288",""
"Latvia","2018","Total","8","Data tabulated by year of occurrence","Final figure, complete","2020","237",""
"Latvia","2018","Total","9","Data tabulated by year of occurrence","Final figure, complete","2020","215",""
"Latvia","2018","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2020","1160",""
"Latvia","2018","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2020","528",""
"Latvia","2018","Total","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2020","426",""
"Latvia","2018","Total","25 +","Data tabulated by year of occurrence","Final figure, complete","2020","1116",""
"Latvia","2018","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","2020","0",""
"Latvia","2017","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2019","5943",""
"Latvia","2017","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2019","34",""
"Latvia","2017","Total","1","Data tabulated by year of occurrence","Final figure, complete","2019","215",""
"Latvia","2017","Total","2","Data tabulated by year of occurrence","Final figure, complete","2019","346",""
"Latvia","2017","Total","3","Data tabulated by year of occurrence","Final figure, complete","2019","349",""
"Latvia","2017","Total","4","Data tabulated by year of occurrence","Final figure, complete","2019","384",""
"Latvia","2017","Total","5","Data tabulated by year of occurrence","Final figure, complete","2019","351",""
"Latvia","2017","Total","6","Data tabulated by year of occurrence","Final figure, complete","2019","302",""
"Latvia","2017","Total","7","Data tabulated by year of occurrence","Final figure, complete","2019","229",""
"Latvia","2017","Total","8","Data tabulated by year of occurrence","Final figure, complete","2019","222",""
"Latvia","2017","Total","9","Data tabulated by year of occurrence","Final figure, complete","2019","279",""
"Latvia","2017","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2019","1093",""
"Latvia","2017","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2019","541",""
"Latvia","2017","Total","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2019","432",""
"Latvia","2017","Total","25 +","Data tabulated by year of occurrence","Final figure, complete","2019","1166",""
"Latvia","2017","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","2019","0",""
"Latvia","2016","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","6061",""
"Latvia","2016","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2018","19",""
"Latvia","2016","Total","1","Data tabulated by year of occurrence","Final figure, complete","2018","241",""
"Latvia","2016","Total","2","Data tabulated by year of occurrence","Final figure, complete","2018","315",""
"Latvia","2016","Total","3","Data tabulated by year of occurrence","Final figure, complete","2018","316",""
"Latvia","2016","Total","4","Data tabulated by year of occurrence","Final figure, complete","2018","368",""
"Latvia","2016","Total","5","Data tabulated by year of occurrence","Final figure, complete","2018","319",""
"Latvia","2016","Total","6","Data tabulated by year of occurrence","Final figure, complete","2018","261",""
"Latvia","2016","Total","7","Data tabulated by year of occurrence","Final figure, complete","2018","288",""
"Latvia","2016","Total","8","Data tabulated by year of occurrence","Final figure, complete","2018","307",""
"Latvia","2016","Total","9","Data tabulated by year of occurrence","Final figure, complete","2018","383",""
"Latvia","2016","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2018","979",""
"Latvia","2016","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2018","530",""
"Latvia","2016","Total","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2018","473",""
"Latvia","2016","Total","25 +","Data tabulated by year of occurrence","Final figure, complete","2018","1262",""
"Latvia","2016","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","2018","0",""
"Latvia","2015","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2017","5151",""
"Latvia","2015","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2017","19",""
"Latvia","2015","Total","1","Data tabulated by year of occurrence","Final figure, complete","2017","136",""
"Latvia","2015","Total","2","Data tabulated by year of occurrence","Final figure, complete","2017","255",""
"Latvia","2015","Total","3","Data tabulated by year of occurrence","Final figure, complete","2017","297",""
"Latvia","2015","Total","4","Data tabulated by year of occurrence","Final figure, complete","2017","303",""
"Latvia","2015","Total","5","Data tabulated by year of occurrence","Final figure, complete","2017","267",""
"Latvia","2015","Total","6","Data tabulated by year of occurrence","Final figure, complete","2017","232",""
"Latvia","2015","Total","7","Data tabulated by year of occurrence","Final figure, complete","2017","282",""
"Latvia","2015","Total","8","Data tabulated by year of occurrence","Final figure, complete","2017","352",""
"Latvia","2015","Total","9","Data tabulated by year of occurrence","Final figure, complete","2017","306",""
"Latvia","2015","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2017","720",""
"Latvia","2015","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2017","467",""
"Latvia","2015","Total","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2017","474",""
"Latvia","2015","Total","25 +","Data tabulated by year of occurrence","Final figure, complete","2017","1041",""
"Latvia","2014","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2016","6271",""
"Latvia","2014","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2016","33",""
"Latvia","2014","Total","1","Data tabulated by year of occurrence","Final figure, complete","2016","158",""
"Latvia","2014","Total","2","Data tabulated by year of occurrence","Final figure, complete","2016","308",""
"Latvia","2014","Total","3","Data tabulated by year of occurrence","Final figure, complete","2016","344",""
"Latvia","2014","Total","4","Data tabulated by year of occurrence","Final figure, complete","2016","283",""
"Latvia","2014","Total","5","Data tabulated by year of occurrence","Final figure, complete","2016","345",""
"Latvia","2014","Total","6","Data tabulated by year of occurrence","Final figure, complete","2016","366",""
"Latvia","2014","Total","7","Data tabulated by year of occurrence","Final figure, complete","2016","450",""
"Latvia","2014","Total","8","Data tabulated by year of occurrence","Final figure, complete","2016","364",""
"Latvia","2014","Total","9","Data tabulated by year of occurrence","Final figure, complete","2016","296",""
"Latvia","2014","Total","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2016","893",""
"Latvia","2014","Total","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2016","580",""
"Latvia","2014","Total","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2016","679",""
"Latvia","2014","Total","25 +","Data tabulated by year of occurrence","Final figure, complete","2016","1172",""
"Latvia","2012","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2013","7311",""
